Id,Name,Price,Color,Drive,Engine,Mileage,AccTime
436751, LADA (ВАЗ) Largus I ,908200,Белый,Передний,1.6,139344,13.5
437138, Citroen Berlingo II ,665000,Бежевый,Передний,1.6,249000,12.0
438542, Hyundai Creta I ,1699000,Белый,Передний,1.6,73000,12.1
440531, Nissan X-Trail II Рестайлинг ,1449000,Серый,Полный,2.0,94950,11.9
440870, KIA Ceed III ,2268000,Серый,Передний,1.6,13000,11.5
441801," Toyota Corolla XI (E160, E170) Рестайлинг ",1650000,Белый,Передний,1.8,140000,10.2
442166, Porsche Cayenne III ,6930000,Черный,Полный,3.0,88894,6.0
442940, Ford EcoSport I ,1139000,Оранжевый,Передний,1.6,68000,12.5
444624, Hyundai Tucson III ,1999000,Красный,Полный,1.6,92000,9.1
448318, LADA (ВАЗ) Vesta I ,1440000,Белый,Передний,1.8,45509,10.9
449691, Volvo S60 II Рестайлинг ,1530782,Черный,Передний,2.0,157000,7.2
455738, Ford Kuga II Рестайлинг ,2199000,Белый,Передний,2.5,42545,10.7
457167, BMW X6 I (E71) ,2439000,Красный,Полный,3.0,111000,6.5
457274, KIA Soul II Рестайлинг ,1849000,Серебряный,Передний,1.6,74427,12.5
457686, Renault Arkana I ,1695000,Белый,Передний,1.3,98435,10.2
457690, Ford Focus III Рестайлинг ,1250000,Черный,Передний,1.6,112384,11.9
457795, Hyundai ix35 I ,1189000,Белый,Передний,2.0,98889,10.4
457837, Hyundai Solaris I Рестайлинг ,925000,Белый,Передний,1.4,109687,11.5
457915, Skoda Rapid I ,799000,Серебряный,Передний,1.6,183580,11.9
458013," Toyota Corolla XI (E160, E170) ",1499000,Серебряный,Передний,1.6,172000,11.1
423636," Mercedes-Benz GLE 2018 – н.в., II (V167) ",5499000,Синий,Полный,2.0,125000,7.2
423843, Volvo XC90 II ,3750000,Черный,Передний,2.0,57000,9.2
424239, Skoda Octavia II Рестайлинг ,854582,Серебристый,Передний,1.4,118004,14.2
427625, Volkswagen Polo V Рестайлинг ,1448600,Белый,Передний,1.4,51550,9.0
427918, KIA Soul II Рестайлинг ,2380000,Белый,Передний,2.0,36494,10.2
427928, KIA K5 I ,2800000,Черный,Передний,2.4,87860,9.5
428912, BMW X5 III (F15) ,2749000,Белый,Полный,3.0,91177,6.5
429250, Skoda Kodiaq I ,3270777,Синий,Полный,2.0,40528,7.8
429323, Hyundai Solaris II ,1428000,Синий,Передний,1.4,65906,12.9
429332, Hyundai Solaris II ,1911000,Красный,Передний,1.6,21300,11.2
429335, Suzuki Jimny III Рестайлинг 1 ,1329000,Серебристый,Полный,1.3,120000,17.2
432457, Opel Corsa D Рестайлинг I ,689789,Серый,Передний,1.2,137407,14.9
432703, Volkswagen Tiguan I Рестайлинг ,1869789,Черный,Полный,2.0,137593,9.9
433326, Mitsubishi Lancer X ,749789,Серый,Передний,1.5,275845,11.6
433662, Chery Tiggo 4 I Рестайлинг ,1665000,Синий,Передний,2.0,58166,
434642, Audi A7 II (4K) ,6370000,Серый,Полный,3.0,46500,5.7
434898, Suzuki Grand Vitara III Рестайлинг ,1312500,Красный,Полный,2.4,166279,12.0
435902, Skoda Kodiaq I ,3474800,Бежевый,Полный,2.0,30555,10.0
438434, Chery Tiggo 4 I Рестайлинг ,1574000,Серый,Передний,2.0,44597,
444075, Land Rover Range Rover Sport II ,3250000,Белый,Полный,3.0,104383,7.2
446344, Haval F7x I ,2149000,Синий,Передний,2.0,61000,9.0
446373, Audi A3 III (8V) Рестайлинг ,3170777,Синий,Передний,1.4,22481,8.2
447920, Citroen C5 Aircross I ,3850000,Белый,Передний,1.6,10,8.2
448154, Nissan Qashqai II ,1769000,Серебряный,Передний,1.2,60000,10.9
448176, KIA Sportage III ,1130000,Синий,Передний,2.0,220000,10.4
457822, Mitsubishi Outlander II Рестайлинг ,3915000,Серый,Полный,2.0,30,12.3
457836, Hyundai Sonata VIII (DN8) ,3059000,Серый,Передний,2.5,4995,9.2
457894, SsangYong Rexton II ,909000,Черный,Полный,2.7,115400,13.4
459003, Audi Q5 II (FY) ,3650000,Синий,Полный,2.0,66975,7.9
459105, Audi A6 V (C8) ,6299000,Серый,Передний,2.0,5667,8.3
420058, KIA Rio IV ,2249789,Белый,Передний,1.6,25000,11.6
417583, Skoda Rapid II ,1629789,Бежевый,Передний,1.6,84068,
422202, Volkswagen Tiguan II ,3049789,Серый,Полный,1.4,83175,9.2
454112, LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020) ,979000,Серый,Полный,1.7,4050,17.0
356394, Lexus GX II ,2839000,Серый,Полный,4.6,121708,8.3
